id,price
7796100080,852443
4305600360,431767
5316101075,1982428
3271800910,1667125
3758900037,1195899
5505700020,432894
9842300036,399242
6678900150,671343
3275750050,551251
1313000240,648167
2867300030,636458
4131900042,1977718
4477000270,577156
1770000460,437511
7714000310,400452
3755000090,399606
5315100784,978554
1898700310,261979
6116500341,403736
1737320060,421002
8856004400,236986
1972200326,435626
1036000080,584529
2525300200,249430
7853302190,421991
7852030240,463606
6084600420,315310
5608000860,831329
1423089134,420139
6649250410,397095
1393800005,368074
4008400035,564035
3211200140,411987
2925059294,665796
7338220280,334526
8651610890,955995
952004745,329774
3320000810,383277
9264930400,338795
3348401382,336372
3626039268,498250
8132700185,366838
8929000250,414126
6909200037,385670
7197350070,440656
98000870,1129069
259500230,582248
2597690050,366151
2597650660,710508
6119700030,699862
3630200080,812325
11500240,798959
3881900445,432472
7504020400,600750
993001629,435596
31000165,1686747
6021502830,459956
5101405276,428148
4027700666,617555
1795700030,423266
1778500620,1118244
3226049045,393738
9287802410,671247
8562740290,746245
2021000180,411165
8714600145,612906
269001360,662738
1725800280,489695
4427100145,400800
3623500049,891914
5739601300,576873
8113101232,374651
8151600101,215810
2258500049,458482
1446400648,239395
1370804461,554639
3224510080,858989
9834200411,387604
5700000465,751195
7852020590,486305
4401200010,821555
625100004,440214
6067900060,622019
2856101290,446655
6021502310,529415
1523069096,564350
7297700055,388837
4036400040,537122
1797501275,822390
7853301660,735206
1251200045,1517696
5147600105,239162
2026079055,351794
2783600210,433805
9406540190,372426
3830200140,332135
3629921000,1049238
9557300560,591099
226039282,543807
8562790580,764658
7954300330,573155
46100504,2301286
3364900375,506180
3352401037,310340
126059310,601461
3629980860,579530
5100403321,432507
8043700300,2486547
5210200184,593326
7202340590,683613
8856960050,318460
7177300575,471972
2366800055,282779
5104510130,315897
6706200130,345492
7550800916,468259
6880210020,317473
5680000455,503035
2215900180,307429
7636800041,1423869
7987401095,802023
7871500685,713207
7697870600,307007
1245003740,566928
1683900040,332081
5088500310,410780
3630000130,425407
2473100090,339438
5561000330,489992
6641020050,546135
7558800570,416090
7943000020,243086
2856101845,412744
3629930170,613549
7697920150,320409
1023059108,265238
2781250150,378966
5710000005,2068589
3260810580,371209
3578400780,495641
9268851630,500905
6113400047,456579
3754501235,1038911
904000045,772793
5695000270,467632
2872900050,480583
4468400214,389736
8084900170,1546749
7169500200,492353
567000380,361790
3793500780,324505
1626079132,424256
1125069102,821558
8151600701,251625
3971700635,423091
2787700180,341553
40001065,269206
9367200205,539762
3396830310,672333
423059387,664686
3664500133,368080
7172200125,789124
4077800029,613868
4204400175,506196
1972201773,630920
5561400470,660372
3449800290,750443
3449820430,664556
3630200900,814730
8691420050,817317
7972602435,293055
2623029078,489014
6371000148,430385
1760650820,282635
3448002267,415516
1545804860,310115
3298200320,411046
8821900155,369837
7558700030,3297885
4037000635,540235
6822100310,760018
472000015,590175
1561910190,382698
6662000070,789725
203600590,580827
9385200041,542441
3626039250,408525
9545230280,542413
2781270090,248341
2770604920,712282
1545801630,285641
5215200010,768933
6113400046,403821
2767800140,755968
8682320320,495270
629420260,710185
1721059218,312635
7010700245,712951
8141300300,413905
2114700500,177346
5468730030,276361
2734100736,361437
2025700260,292859
1423069077,629325
5029450110,269463
2206900065,355679
9392500100,289831
3331001165,307792
714000195,532635
5104510860,375721
7855000460,1193163
2313900510,593034
8802400411,263662
3224900130,266204
1830300090,669174
8964800025,1814422
2652500285,785703
4174600262,389129
8691310420,634628
3655500030,755525
6143600580,321697
192000120,351110
2770601912,600844
7625703065,384099
621049103,298231
2891000450,249096
7950300440,350119
9265700005,415798
2516000486,404156
923049440,395616
2599001240,282715
2623039019,668293
2887950110,284899
1596600024,638072
7203220260,934862
3982700088,852810
8911000030,380779
8731982630,322723
5469502170,403298
1661000060,494003
2113200065,266060
1311500020,322406
7237600130,648525
824069156,599621
9558020890,364521
739980360,332736
3343901242,386396
4014400381,406936
937000280,282805
7202260300,673529
9191200490,801007
3541600405,507572
8562790310,774799
7215730580,717728
9348700610,809696
3026059011,976679
7471900045,312591
2425049061,1575019
2172000570,342664
9346920070,546488
9272201704,424882
1796360990,256175
2787460120,269016
8562750320,627488
4047200825,318416
7853280610,744015
2771603314,432518
7658600082,531454
8078100120,358043
3900500110,595476
6149700405,333304
635000145,613895
2337000150,316834
2690600005,257870
6385900090,308008
3329520410,296923
3585901085,1527184
2861100030,299742
1624079021,401136
2824069180,382613
2421059017,439843
3904100106,372360
2723069082,608307
3629920600,555902
1552510160,419086
5595900345,424850
8682281600,561201
4302200790,248113
2600010360,565315
2517000600,358177
1781500220,808226
2222900082,417679
4443800810,525912
9359100101,905591
6788200596,1241813
582000065,760774
644000185,789416
9478500770,343322
2460700260,328381
3422059010,366254
4221250120,597135
8950500250,470658
9578140180,352048
3224059107,655981
4154305085,755045
6388910360,438755
3279000460,274398
6708200320,582718
6127010890,628178
6146600175,162757
3793500730,366916
3298300210,377291
7504020670,651149
4389201250,1653081
3754700170,422526
8122100130,406437
722079104,354429
3578600062,396186
1311900240,305347
7550800736,491821
7345200400,242295
6178930340,526266
9297301015,338311
2877103070,627757
2921079027,392828
1062100095,351733
4197400043,375146
8691300380,752053
1926069137,793339
2592220040,704795
2215500080,622369
7454001280,248337
1788900380,226172
7518507685,577374
6145600865,416222
1774200190,660871
7972604425,352032
943100220,346606
9353300220,277392
952000725,383551
4030100005,1616538
3528900086,1257101
7511210310,819927
3293700221,348974
8078430360,536147
3624039073,326298
7304300420,400048
7431500280,790300
6821102340,521543
6140100095,398516
3300701185,407487
6817850050,979072
3293700482,397407
4472000040,301230
2938100005,296398
8887001192,365972
2767603931,556154
4438400020,264192
328000182,668514
2008000130,485199
46100204,1759611
1939100560,610153
3818700185,436222
2473510260,527457
2424059119,1006720
8682280340,500282
3996900160,295775
9477000300,440412
2143700406,339925
8096000060,568460
8965510190,1316271
3831200210,340984
3621059048,407779
3874900085,751473
3454000060,789811
2591780180,408093
6600220300,454986
2617370090,407892
8122100265,378158
5100402767,474793
7677300010,565790
7888700030,550708
8155500110,606638
6870300090,557977
6021500320,565994
2025049064,734109
1868901815,579621
1864700300,325876
795002450,232618
203100440,1252842
7752400075,518743
7625703354,438569
2895800640,340359
2473480210,374934
3668000070,241722
8019200360,263676
3362401611,925270
629860010,926686
1072000240,384978
1827200135,586942
1150000040,647673
6450301310,319374
9113200290,746654
7694200090,408727
5648600190,313417
1861100267,644665
7202340530,440993
1931300110,676634
7683800212,264831
6324000090,356470
1863900190,164603
4123840570,369027
4036800900,430265
224069169,731939
9435300051,422100
8679400130,414137
1761300650,320679
534000080,368226
9407001770,330625
8018600765,285841
9465910310,569661
6388930620,546915
9895000040,433978
1732800780,2143355
2625069070,999250
1442800400,334703
9211520400,289307
3959400855,453635
3204800370,405458
1323089056,372593
428000225,331531
7206900075,353909
3260200200,602959
5101408599,422636
6600490220,328690
1973800150,527537
3876200070,431050
822039111,612032
3179100055,1250970
7135520810,860580
7852020580,462508
9558800030,260101
9285800585,487391
6386600130,274938
4017050020,439529
2597710070,367477
7715600070,382923
2742100152,547568
7680400140,820779
6412100092,407494
6450301835,361740
3824100166,436693
3425069117,1281991
425079100,431826
1402600700,408058
2413300980,356543
7105600085,557705
1422029138,594323
5511600245,419992
7852030330,439216
2887703186,665290
9362000080,2178496
859000110,150007
6012500100,763268
4388000460,253976
8960200280,289598
7338401230,323896
3830210230,238897
3629870200,467845
1315300095,810670
1721801025,310033
587550280,881506
345700150,319328
7445000115,551707
7923300115,445828
7967200060,290935
7852010670,665304
7889602020,302335
5057100090,399744
3024059036,833194
5016003146,1049463
6795100589,569161
7338000850,245517
1202000200,260439
3885806565,1272409
2201500185,400379
3365900462,310870
4123800330,316583
1422200496,895462
6303400395,192531
908000260,358715
3500100208,361424
4443801340,550276
9289900065,424191
8001210170,319386
7334400070,349370
2525049263,2283142
513000550,633444
6414100111,380505
2473101190,321025
7696630080,305597
6813600605,1028166
1137800230,446966
5071400485,571514
1196000007,362374
5267000180,370448
7940700050,439917
9533100285,1601308
2122039137,410653
6700390230,290207
546000930,649621
6746701090,624051
1761100190,274898
7511800070,297391
7625702440,435513
1771100240,400516
3401700031,538649
4232400400,1302468
3636800180,881863
7889600190,342067
7857003505,401109
3717000250,315146
868001030,821167
5467200055,371880
1724069043,815922
3127200041,556326
1245002391,1330595
3298700840,249555
2770605065,571762
2787311190,323139
4168100130,266681
1423089055,717505
5412100240,376095
1180002075,283773
8859000045,650539
2436701180,726146
255450380,361310
2011400779,436077
7576200012,843786
8097000330,359631
3797000205,537867
3750603732,324211
2708450020,542289
5415000240,401078
9201000120,585805
7694600253,384554
1422300160,408893
6083000083,315036
1117200390,1265059
3260800190,361801
3226049401,620676
224069010,633399
9346930250,591653
1465400120,432277
7577700136,590829
624100990,632063
3211000930,336707
8024200684,440149
5101402488,494572
2225059336,908752
1176001124,531701
3584800010,402725
7796000095,1040749
49500090,356693
9828700005,432100
7701960250,920956
3885804260,1173250
3378100100,307179
9238430190,626422
1257200290,686227
2838000130,505106
622069123,366296
6150200375,308486
5742600090,426890
3445000274,243914
1352300520,329122
913000315,1048035
3575304017,381154
5636010280,361273
868000905,682221
3243200310,343811
1705400055,358044
7420100040,578727
9211010330,606452
7224000450,307379
2558660190,418278
1432400060,224433
538000440,309743
1392800035,438744
7227501369,386113
126039394,663548
5379806590,273825
1189001180,485676
3717000160,331301
8151600470,223481
7645900355,874128
8805900080,659172
3355400242,289945
2025770560,903681
2600040130,503806
1450000210,212312
1402650110,408971
7853370250,541527
2597531020,866511
5169700132,535379
4432600075,705433
3300700470,363580
2126049096,435049
6431000015,672956
3918400017,399747
4139910180,1559355
2771600550,1029032
6666830250,692451
1226039124,436524
8929000360,435819
1725079061,400392
3852900026,491641
2215800050,808194
9512000140,650873
1854900240,685564
223039330,1197256
8564700240,544763
1950900245,259784
2473370750,533238
745530240,882776
9550200470,629200
2254502445,426866
2739200040,366261
254000545,438836
1175000073,613934
1722800835,258385
1604601375,409907
4302200535,253186
3903200050,284675
8860200010,310438
2600100110,757351
3241600150,373766
1775800750,351918
3342104046,1452532
4187000190,394824
736100065,1626625
3764800630,396092
5113400113,730143
6749700117,436159
5451200520,828113
993000307,437152
2623069010,907984
4039700870,926300
1186000065,1048329
1163400070,308477
2228900161,490139
1088810160,717132
7135300275,312371
6414100133,394335
4040600190,542979
3329500730,264426
2624049115,392163
6918730230,432204
5249801411,700312
5595900280,273151
326049103,521645
9521100586,535552
7504020970,690722
2380000190,359762
9536600810,347472
3686900025,234401
9407110680,335475
8857100060,427577
603000555,405848
8127700390,1105952
253600150,393387
4307300930,382640
6446200305,624683
7518503335,477945
3023049186,579669
2923500750,583397
7202340400,439677
2172000894,274931
2826049282,527926
6411600043,431227
1175001075,848625
9324320030,299500
6681500080,674998
3629970610,421163
3705000120,320325
3792400110,544563
5426300060,1102954
7203170190,687214
1422300140,432979
6386700300,304225
8830400135,288369
546000020,450850
2813100100,587203
1657300450,405276
3574801790,406175
5100401060,668775
40000553,281945
5652601075,392502
3278600240,397342
1133000235,733693
3222069156,274538
4019500160,464341
9218400088,358937
7326200110,359377
2491200050,485258
2313900165,590382
6822100050,529944
3830620710,273054
1352300120,252646
5152200020,337496
3582700130,437223
2881700273,397120
2787700060,374720
323059103,364639
3192000080,264053
7338001190,241028
8700500020,312714
8947250060,299319
3508100161,583599
2220069003,408614
2902200240,587298
9808100185,1757561
2377000040,273423
5703500130,319460
2781250900,255557
5631500505,538872
5255690160,483617
7853280350,810153
4396000180,294470
1498302783,392499
2877102196,673450
5095400760,337625
3860400060,1104318
3211200420,383083
752000035,656618
6204200180,429180
2175100205,1054504
9264960560,387972
2492200435,395090
6806100420,353107
8563000250,550576
4385700735,624314
3626039228,557228
9290850810,942110
8029510030,393127
1223039242,400387
2591840050,434513
8129700565,601870
4217402115,3225160
5244801255,920978
7229100040,377001
7460000015,263455
6917700195,633116
1898600100,250965
109200140,336379
5309100750,494439
3426049124,436432
6824100029,503677
2621760350,341926
6056100150,330785
2324039069,438327
686200490,570597
1947300115,505014
476000118,485431
4058000060,400859
9264900880,311722
9264030470,439525
1775930140,431785
2769600480,435799
1953400510,326636
7877400266,187856
2553300120,649406
8039900360,386370
421000555,270004
1773100315,368124
4031700210,333341
7137900490,271559
263000009,482236
1930301325,893520
2781320100,318059
3353400120,204326
2320069014,436389
7899800791,300598
7853321090,438600
6141600179,391337
5606000255,788820
1938400520,333072
3278600900,410794
7732400280,709398
7749500250,371831
7524950710,480780
5153900080,271514
7624700050,473348
1395500020,351544
1498302774,340090
4204400339,291224
255550230,368149
6189600040,513328
3693900135,426370
5560000540,271594
7701950060,981668
1972200553,505267
2953000090,289587
8856004328,311072
6061000010,335400
5205000020,380751
1775920340,427584
5035300850,1126021
3013300830,420337
3630020090,426393
5103900015,430575
7856410411,1408420
8728100781,417324
1775800220,396518
7508700085,604935
934300140,323628
5706200020,413794
2549000020,432788
8092501400,316485
603000926,407015
1925069066,1737324
2306400010,552118
4060000170,265671
1471610070,384847
2524049148,1316707
3626039403,418984
567000382,354755
7504400710,567596
3204800430,371368
4400900030,521545
4137000070,338469
5393600509,371139
7839300185,279571
3352402195,244690
7905200205,444875
8732130680,324560
2314300170,396162
6450303785,345884
4109600306,315284
3343901440,386014
3630030290,542399
4174600072,596188
4123800260,309166
9262800002,273851
3295610080,836867
7214770020,634141
9536601996,258225
1890000169,559119
3438503214,366871
224069145,574116
4142450510,322218
824059293,806032
59000445,654028
9500900430,278217
2425059144,550296
2680700010,626195
8068000440,314504
3383900048,694721
5100400315,413220
3578400910,435800
3298700302,261291
8677900120,535336
7205500120,300379
5495200040,727580
8725950170,912715
282500010,605024
4139400710,793417
1951500030,235597
3343903240,390706
3822200105,529908
4330600360,310328
3630070280,438636
3343901848,351766
5419800090,273753
4410600100,346492
1912100885,754925
1072030510,410057
9818700320,537228
5693501102,522554
4037200075,579202
2488200455,436863
124000160,549628
2770603523,571373
1737300110,459300
1773100755,433663
567000025,1077046
6790600790,371330
8651611110,806941
8100000080,300292
4040800120,426983
148000035,547523
7701700040,316736
7237500110,921404
7936500221,670744
9477001270,411515
4039300810,415605
321079066,454482
7305300090,376165
2767603753,480815
5437820080,268596
1782000085,403299
3824100291,492931
4136950070,296030
7203160190,918703
6819100352,583619
6837700170,453917
1245002281,1085188
2770605550,1004058
3450300430,354126
9286100320,543996
3365901435,266577
1870400635,702944
3352400004,243521
255450030,375650
5102400105,475710
6632300212,436511
8731951670,330170
2397101460,650776
5634500234,467805
7880000060,744555
7896300070,313503
3126049439,437587
3204930510,733268
8818400340,953444
7853360990,421641
2464400435,607575
3905000540,635740
6746700605,653121
5191100180,851200
7131300035,335234
4250200140,298663
913000340,399921
5070000120,328659
1221000562,345649
1568100386,345456
3241600027,366675
4473400155,855215
3438500781,386056
2726049164,430174
7004200060,328144
4024100090,367075
6641020160,456229
9828200605,600598
4307300520,396624
9211510410,291011
3250500103,687149
5112800060,377240
1283800110,758277
6624010010,287899
8651510020,568279
9320990140,326175
5457300478,506100
1324079007,429036
9528104345,423867
1682000350,262600
6031400013,264811
5198600010,281131
7942601810,654589
1745000090,271808
6821600005,722664
8072000035,340685
7137960440,326115
1924059254,1030267
1695900060,548862
1571100130,341765
1624059219,803522
8682230400,461649
8856500220,393322
1324079041,388403
203900610,415977
